player_id,install_date,install_month,spend_segment,market,platform,experiment_group,total_revenue,total_sessions,total_spins,first_purchase_date,last_session_date
53,2024-07-03,2024-07,Dolphin,US,iOS,Treatment,93.9,58,3163,2024-07-17,2024-09-27
54,2024-07-03,2024-07,Minnow,Other,iOS,Control,1.99,19,418,2024-07-22,2024-09-28
55,2024-09-10,2024-09,Minnow,US,iOS,Treatment,0,3,56,,2024-09-26
56,2024-08-05,2024-08,Minnow,US,Android,Treatment,0,2,40,,2024-08-09
57,2024-07-02,2024-07,Minnow,US,Android,Treatment,0,21,391,,2024-09-23
58,2024-07-14,2024-07,Minnow,Other,iOS,Control,0,10,201,,2024-09-05
59,2024-07-16,2024-07,Minnow,Germany,Android,Treatment,0,16,296,,2024-09-27
60,2024-08-19,2024-08,Minnow,Germany,Android,Control,0,1,12,,2024-08-19
61,2024-04-07,2024-04,Minnow,US,iOS,,45.95,44,884,2024-05-06,2024-09-27
62,2024-06-28,2024-06,Minnow,US,Android,,0,9,184,,2024-08-03
63,2024-08-16,2024-08,Minnow,Other,iOS,Control,0,2,40,,2024-08-29
64,2024-04-06,2024-04,Dolphin,Germany,Android,,11.97,106,5722,2024-04-18,2024-09-28
65,2024-07-20,2024-07,Minnow,Germany,iOS,Treatment,0,1,23,,2024-07-21
66,2024-06-04,2024-06,Minnow,UK,iOS,,6.98,27,532,2024-09-08,2024-09-28
67,2024-07-24,2024-07,Minnow,Canada,Android,Control,0,20,377,,2024-09-27
68,2024-05-03,2024-05,Minnow,Other,iOS,,1.99,19,335,2024-05-18,2024-07-06
69,2024-05-25,2024-05,Minnow,UK,Android,,0,5,116,,2024-06-06
70,2024-05-07,2024-05,Minnow,US,Android,,0,13,260,,2024-06-25
71,2024-04-12,2024-04,Minnow,US,iOS,,1.99,9,165,2024-04-28,2024-05-26
72,2024-08-16,2024-08,Minnow,Other,iOS,Control,0,12,205,,2024-09-28
73,2024-05-28,2024-05,Minnow,UK,Android,,0,16,339,,2024-08-12
74,2024-07-03,2024-07,Minnow,UK,iOS,Treatment,0,32,680,,2024-09-25
75,2024-08-04,2024-08,Minnow,US,Android,Treatment,1.99,14,283,2024-08-23,2024-09-28
76,2024-06-03,2024-06,Minnow,Canada,iOS,,0,8,169,,2024-07-02
77,2024-09-28,2024-09,Minnow,US,iOS,Control,0,0,0,,
78,2024-09-14,2024-09,Minnow,UK,iOS,Treatment,0,5,94,,2024-09-28
79,2024-08-25,2024-08,Minnow,Other,Android,Treatment,0,7,181,,2024-09-28
80,2024-04-18,2024-04,Minnow,Other,iOS,,1.99,27,564,2024-08-02,2024-08-03
81,2024-09-02,2024-09,Minnow,US,iOS,Control,19.99,5,106,2024-09-18,2024-09-18
82,2024-04-13,2024-04,Minnow,UK,Android,,0,33,634,,2024-09-19
83,2024-04-26,2024-04,Dolphin,Canada,Android,,93.89,102,5429,2024-05-12,2024-09-28
84,2024-06-24,2024-06,Minnow,Canada,iOS,,0,25,500,,2024-09-27
85,2024-04-18,2024-04,Minnow,US,Android,,0,2,38,,2024-05-01
86,2024-07-08,2024-07,Dolphin,US,iOS,Control,31.96,56,3075,2024-07-16,2024-09-28
87,2024-07-10,2024-07,Minnow,UK,Android,Control,0,13,280,,2024-08-15
88,2024-05-04,2024-05,Minnow,Germany,iOS,,0,27,552,,2024-08-25
89,2024-09-13,2024-09,Minnow,US,iOS,Control,0,3,62,,2024-09-28
90,2024-08-21,2024-08,Minnow,US,iOS,Treatment,0,2,42,,2024-08-26
91,2024-06-14,2024-06,Minnow,UK,iOS,,0,19,371,,2024-08-12
92,2024-04-24,2024-04,Minnow,Germany,iOS,,0,20,390,,2024-07-12
93,2024-09-23,2024-09,Minnow,US,iOS,Treatment,0,1,30,,2024-09-24
94,2024-05-31,2024-05,Minnow,US,iOS,,0,1,22,,2024-06-03
95,2024-08-07,2024-08,Minnow,Germany,iOS,Control,0,7,147,,2024-09-07
96,2024-06-27,2024-06,Minnow,US,iOS,,0,4,58,,2024-07-10
97,2024-08-11,2024-08,Minnow,Canada,iOS,Control,0,11,238,,2024-09-28
98,2024-08-26,2024-08,Minnow,Canada,Android,Control,0,6,133,,2024-09-14
99,2024-07-21,2024-07,Minnow,Other,iOS,Treatment,0,13,280,,2024-08-29
100,2024-04-24,2024-04,Minnow,US,Android,,1.99,30,631,2024-04-25,2024-09-20
101,2024-07-10,2024-07,Minnow,US,iOS,Treatment,0,17,339,,2024-09-28
102,2024-08-22,2024-08,Minnow,UK,iOS,Control,0,6,127,,2024-09-10
103,2024-09-06,2024-09,Minnow,UK,Android,Treatment,0,4,94,,2024-09-24
104,2024-04-01,2024-04,Minnow,Germany,iOS,,0,4,100,,2024-05-02
105,2024-08-12,2024-08,Minnow,US,iOS,Treatment,0,0,0,,
106,2024-05-04,2024-05,Whale,Other,iOS,,1571.07,235,31568,2024-05-04,2024-09-28
107,2024-08-21,2024-08,Minnow,Germany,iOS,Control,0,5,97,,2024-09-11
108,2024-08-06,2024-08,Minnow,Germany,Android,Control,0,11,198,,2024-09-27
109,2024-05-10,2024-05,Minnow,US,iOS,,4.99,30,568,2024-07-28,2024-09-16
110,2024-06-18,2024-06,Minnow,US,iOS,,0,22,425,,2024-09-20
111,2024-05-21,2024-05,Minnow,US,Android,,0,24,516,,2024-07-18
112,2024-04-21,2024-04,Minnow,US,iOS,,0,3,52,,2024-05-06
113,2024-06-28,2024-06,Minnow,US,iOS,,0,13,257,,2024-08-22
114,2024-06-30,2024-06,Minnow,Australia,Android,,1.99,21,472,2024-09-28,2024-09-28
115,2024-04-07,2024-04,Minnow,US,iOS,,1.99,14,234,2024-05-29,2024-06-02
116,2024-05-31,2024-05,Minnow,US,Android,,0,17,305,,2024-08-03
117,2024-09-28,2024-09,Minnow,Other,Android,Control,0,0,0,,
118,2024-04-01,2024-04,Minnow,Germany,iOS,,1.99,50,896,2024-04-15,2024-09-27
119,2024-07-21,2024-07,Minnow,Other,iOS,Treatment,0.99,18,365,2024-08-21,2024-09-21
120,2024-09-09,2024-09,Minnow,US,iOS,Treatment,0.99,4,83,2024-09-12,2024-09-24
121,2024-06-18,2024-06,Minnow,US,Android,,1.99,27,526,2024-07-16,2024-09-25
122,2024-05-04,2024-05,Minnow,Germany,iOS,,0,11,201,,2024-06-23
123,2024-04-08,2024-04,Minnow,UK,iOS,,0,8,139,,2024-05-29
124,2024-05-20,2024-05,Minnow,US,iOS,,0,2,42,,2024-06-01
125,2024-07-09,2024-07,Minnow,US,iOS,Control,0,9,194,,2024-08-21
126,2024-04-22,2024-04,Minnow,US,iOS,,0,10,230,,2024-06-03
127,2024-09-26,2024-09,Minnow,Germany,Android,Treatment,0,1,12,,2024-09-28
128,2024-08-18,2024-08,Minnow,Australia,iOS,Control,0,11,198,,2024-09-26
129,2024-05-25,2024-05,Minnow,US,iOS,,1.99,32,542,2024-09-25,2024-09-25
130,2024-07-20,2024-07,Minnow,Other,iOS,Control,0,1,14,,2024-07-21
131,2024-08-25,2024-08,Minnow,US,Android,Control,0,9,201,,2024-09-26
132,2024-04-07,2024-04,Minnow,US,iOS,,0,6,114,,2024-05-07
133,2024-04-19,2024-04,Minnow,UK,iOS,,19.99,18,375,2024-05-10,2024-07-08
134,2024-04-07,2024-04,Minnow,Other,Android,,0,8,191,,2024-05-05
135,2024-08-10,2024-08,Minnow,Canada,Android,Treatment,1.99,8,183,2024-08-18,2024-09-08
136,2024-04-14,2024-04,Minnow,Australia,iOS,,0,29,549,,2024-08-08
137,2024-04-03,2024-04,Dolphin,UK,iOS,,75.86,103,5755,2024-05-09,2024-09-25
138,2024-08-02,2024-08,Minnow,US,iOS,Control,0,13,254,,2024-09-26
139,2024-09-13,2024-09,Minnow,US,Android,Treatment,0,5,97,,2024-09-28
140,2024-07-26,2024-07,Whale,US,iOS,Treatment,1072.19,121,17048,2024-07-26,2024-09-28
141,2024-08-27,2024-08,Minnow,Other,iOS,Treatment,0,5,97,,2024-09-12
142,2024-09-14,2024-09,Minnow,Canada,iOS,Control,0,4,83,,2024-09-27
143,2024-09-22,2024-09,Minnow,UK,iOS,Treatment,0,0,0,,
144,2024-09-15,2024-09,Dolphin,Canada,iOS,Control,0,7,371,,2024-09-22
145,2024-06-04,2024-06,Minnow,UK,iOS,,0,39,845,,2024-09-27
146,2024-06-12,2024-06,Minnow,Australia,Android,,0,12,274,,2024-07-15
147,2024-07-07,2024-07,Minnow,US,Android,Treatment,0,0,0,,
148,2024-07-15,2024-07,Minnow,Australia,iOS,Treatment,0,16,325,,2024-09-27
149,2024-04-06,2024-04,Minnow,US,iOS,,0,33,670,,2024-08-31
150,2024-05-12,2024-05,Minnow,Canada,iOS,,0,21,374,,2024-08-12
151,2024-06-22,2024-06,Minnow,US,Android,,0,26,473,,2024-09-28
152,2024-05-08,2024-05,Minnow,Other,iOS,,3.98,31,632,2024-05-14,2024-09-18
153,2024-07-25,2024-07,Minnow,Germany,iOS,Treatment,0,17,322,,2024-09-28
154,2024-07-31,2024-07,Minnow,Germany,Android,Treatment,0,15,304,,2024-09-22
155,2024-09-09,2024-09,Minnow,US,Android,Control,0,2,35,,2024-09-24
156,2024-04-27,2024-04,Minnow,Canada,iOS,,0,2,41,,2024-04-30
157,2024-05-22,2024-05,Minnow,US,Android,,1.99,34,688,2024-05-24,2024-09-28
158,2024-04-10,2024-04,Minnow,UK,iOS,,1.99,4,101,2024-04-27,2024-05-06
159,2024-06-04,2024-06,Minnow,Other,iOS,,0,21,424,,2024-08-13
160,2024-06-15,2024-06,Minnow,US,Android,,1.99,24,446,2024-07-02,2024-09-23
161,2024-05-02,2024-05,Minnow,Canada,Android,,0,2,44,,2024-05-08
162,2024-07-18,2024-07,Minnow,US,Android,Control,0,22,437,,2024-09-27
163,2024-05-22,2024-05,Minnow,Germany,Android,,0,28,583,,2024-09-18
164,2024-04-13,2024-04,Minnow,Germany,Android,,0,12,274,,2024-06-06
165,2024-09-28,2024-09,Minnow,US,iOS,Control,0,0,0,,
166,2024-09-26,2024-09,Minnow,Other,Android,Treatment,1.99,2,38,2024-09-26,2024-09-27
167,2024-06-21,2024-06,Minnow,Australia,Android,,0,11,244,,2024-07-21
168,2024-06-09,2024-06,Minnow,UK,Android,,1.99,24,517,2024-07-19,2024-09-20
169,2024-04-26,2024-04,Minnow,Australia,iOS,,0,5,96,,2024-05-23
170,2024-06-07,2024-06,Minnow,US,iOS,,0,6,125,,2024-07-06
171,2024-05-01,2024-05,Minnow,US,iOS,,0,29,609,,2024-09-04
172,2024-07-03,2024-07,Minnow,Germany,Android,Control,0,1,27,,2024-07-16
173,2024-06-26,2024-06,Minnow,Germany,Android,,0,12,190,,2024-08-09
174,2024-04-28,2024-04,Minnow,US,iOS,,0,25,491,,2024-07-23
175,2024-06-03,2024-06,Minnow,US,Android,,0,10,188,,2024-07-17
176,2024-08-05,2024-08,Minnow,US,Android,Treatment,0,17,349,,2024-09-26
177,2024-04-09,2024-04,Minnow,Germany,iOS,,21.98,27,519,2024-05-14,2024-08-09
178,2024-08-12,2024-08,Minnow,Canada,Android,Control,0,13,266,,2024-09-27
179,2024-09-21,2024-09,Minnow,US,iOS,Treatment,0,2,51,,2024-09-23
180,2024-04-29,2024-04,Minnow,US,iOS,,6.98,37,721,2024-06-16,2024-09-13
181,2024-08-05,2024-08,Dolphin,UK,Android,Treatment,13.97,42,2372,2024-08-31,2024-09-27
182,2024-09-02,2024-09,Minnow,Australia,iOS,Control,0,4,88,,2024-09-27
183,2024-09-28,2024-09,Minnow,US,iOS,Treatment,0,0,0,,
184,2024-04-21,2024-04,Minnow,US,iOS,,0,1,23,,2024-04-23
185,2024-09-16,2024-09,Minnow,Germany,iOS,Treatment,0,0,0,,
186,2024-07-18,2024-07,Minnow,US,iOS,Treatment,0,2,29,,2024-07-27
187,2024-05-08,2024-05,Minnow,Other,iOS,,0,5,102,,2024-06-14
188,2024-08-12,2024-08,Minnow,US,iOS,Treatment,0,2,40,,2024-08-14
189,2024-08-02,2024-08,Minnow,US,Android,Treatment,0,16,321,,2024-09-21
190,2024-05-15,2024-05,Dolphin,Australia,iOS,,55.9,84,4675,2024-05-31,2024-09-25
191,2024-04-16,2024-04,Minnow,US,iOS,,0,3,48,,2024-04-26
192,2024-06-23,2024-06,Whale,US,iOS,,1117.27,175,24285,2024-06-28,2024-09-28
193,2024-08-17,2024-08,Minnow,UK,iOS,Control,1.99,9,190,2024-09-03,2024-09-23
194,2024-09-16,2024-09,Minnow,UK,iOS,Treatment,0,2,53,,2024-09-22
195,2024-08-15,2024-08,Minnow,US,iOS,Control,1.99,10,233,2024-09-23,2024-09-23
196,2024-07-05,2024-07,Minnow,UK,iOS,Treatment,0.99,18,347,2024-08-15,2024-09-26
197,2024-04-23,2024-04,Minnow,Australia,iOS,,4.99,35,714,2024-05-23,2024-09-28
198,2024-08-06,2024-08,Minnow,US,Android,Treatment,0,11,227,,2024-09-24
199,2024-07-16,2024-07,Minnow,Germany,iOS,Control,3.98,15,290,2024-07-23,2024-09-26
200,2024-05-09,2024-05,Minnow,US,iOS,,1.99,23,451,2024-07-20,2024-07-23
201,2024-08-23,2024-08,Minnow,US,Android,Treatment,0,0,0,,
202,2024-04-13,2024-04,Minnow,UK,Android,,0,22,462,,2024-07-08
203,2024-04-09,2024-04,Minnow,UK,iOS,,0,11,231,,2024-05-30
204,2024-05-14,2024-05,Minnow,US,Android,,0,12,186,,2024-06-23
205,2024-08-15,2024-08,Minnow,US,Android,Treatment,0,11,227,,2024-09-24
206,2024-05-04,2024-05,Minnow,Canada,Android,,4.99,35,685,2024-08-02,2024-09-26
207,2024-06-10,2024-06,Minnow,Germany,iOS,,3.98,16,338,2024-06-14,2024-08-11
208,2024-07-02,2024-07,Minnow,Other,Android,Treatment,0,11,167,,2024-07-27
209,2024-05-12,2024-05,Minnow,Australia,iOS,,0,3,60,,2024-05-29
210,2024-04-29,2024-04,Minnow,Canada,Android,,0,10,205,,2024-07-06
211,2024-04-05,2024-04,Minnow,US,Android,,3.98,38,768,2024-05-09,2024-08-08
212,2024-04-13,2024-04,Minnow,Other,iOS,,19.99,19,400,2024-06-05,2024-06-27
213,2024-04-10,2024-04,Minnow,Other,Android,,6.98,31,609,2024-05-01,2024-07-21
214,2024-06-17,2024-06,Minnow,Germany,Android,,0,0,0,,
215,2024-04-24,2024-04,Minnow,US,Android,,1.99,36,714,2024-05-22,2024-09-02
216,2024-07-05,2024-07,Minnow,Germany,iOS,Control,1.99,26,535,2024-08-01,2024-09-28
217,2024-04-02,2024-04,Minnow,US,iOS,,0,22,423,,2024-06-26
218,2024-04-28,2024-04,Minnow,Australia,iOS,,0,1,15,,2024-04-30
219,2024-08-26,2024-08,Minnow,US,Android,Treatment,0,6,99,,2024-09-12
220,2024-05-16,2024-05,Minnow,US,Android,,0,2,26,,2024-05-23
221,2024-07-07,2024-07,Minnow,Other,Android,Control,0,4,83,,2024-07-22
222,2024-06-20,2024-06,Minnow,UK,Android,,4.99,16,302,2024-08-22,2024-08-23
223,2024-04-06,2024-04,Minnow,US,Android,,0,8,146,,2024-05-11
224,2024-06-08,2024-06,Minnow,Other,iOS,,1.99,21,437,2024-09-23,2024-09-27
225,2024-07-04,2024-07,Dolphin,Canada,iOS,Control,56.94,55,3196,2024-07-19,2024-09-27
226,2024-08-05,2024-08,Minnow,Canada,iOS,Treatment,0,12,222,,2024-09-26
227,2024-04-26,2024-04,Minnow,US,iOS,,1.99,26,491,2024-07-31,2024-08-13
228,2024-08-11,2024-08,Minnow,Australia,iOS,Treatment,0,12,240,,2024-09-28
229,2024-08-04,2024-08,Minnow,US,Android,Treatment,0,1,13,,2024-08-04
230,2024-04-09,2024-04,Minnow,Canada,Android,,0,44,900,,2024-09-26
231,2024-05-01,2024-05,Minnow,US,iOS,,0,22,430,,2024-08-11
232,2024-05-08,2024-05,Minnow,US,iOS,,0,5,98,,2024-05-21
233,2024-09-14,2024-09,Minnow,Germany,iOS,Control,0,3,53,,2024-09-22
234,2024-07-14,2024-07,Minnow,UK,Android,Control,0,14,274,,2024-09-21
235,2024-06-11,2024-06,Minnow,US,iOS,,0,4,81,,2024-06-20
236,2024-08-12,2024-08,Minnow,US,iOS,Control,4.99,12,240,2024-09-25,2024-09-26
237,2024-06-13,2024-06,Minnow,UK,Android,,0,24,491,,2024-09-28
238,2024-06-04,2024-06,Minnow,US,iOS,,0,3,65,,2024-06-17
239,2024-04-26,2024-04,Dolphin,Other,Android,,68.91,114,6326,2024-04-29,2024-09-28
240,2024-04-05,2024-04,Minnow,Other,iOS,,6.98,15,309,2024-04-17,2024-06-09
241,2024-05-21,2024-05,Minnow,US,Android,,4.99,17,324,2024-07-14,2024-08-13
242,2024-07-05,2024-07,Minnow,US,iOS,Treatment,0,2,26,,2024-07-13
243,2024-05-22,2024-05,Minnow,US,Android,,0,7,151,,2024-06-28
244,2024-05-28,2024-05,Minnow,Other,iOS,,1.99,24,472,2024-06-13,2024-09-09
245,2024-09-11,2024-09,Whale,US,iOS,Treatment,341.73,37,5157,2024-09-14,2024-09-28
246,2024-09-06,2024-09,Minnow,US,iOS,Treatment,0,3,61,,2024-09-22
247,2024-04-16,2024-04,Minnow,US,iOS,,1.99,19,349,2024-06-18,2024-06-22
248,2024-04-05,2024-04,Minnow,US,Android,,1.99,36,783,2024-04-23,2024-07-08
249,2024-08-21,2024-08,Minnow,Australia,Android,Treatment,0,10,195,,2024-09-28
250,2024-04-20,2024-04,Minnow,Other,iOS,,0,41,769,,2024-09-25
251,2024-09-26,2024-09,Minnow,Germany,iOS,Treatment,0,0,0,,
252,2024-05-15,2024-05,Minnow,Other,Android,,0,3,64,,2024-05-24
253,2024-06-27,2024-06,Minnow,UK,iOS,,0,17,371,,2024-09-17
254,2024-06-30,2024-06,Minnow,US,Android,,0,20,424,,2024-09-08
255,2024-08-29,2024-08,Minnow,UK,iOS,Control,0,9,185,,2024-09-24
256,2024-08-26,2024-08,Minnow,US,iOS,Treatment,0,7,139,,2024-09-27
257,2024-05-14,2024-05,Minnow,US,Android,,0,16,279,,2024-07-09
258,2024-08-12,2024-08,Dolphin,US,iOS,Control,6.98,28,1581,2024-08-17,2024-09-27
259,2024-09-17,2024-09,Minnow,US,iOS,Control,4.99,3,48,2024-09-27,2024-09-27
260,2024-09-18,2024-09,Minnow,Other,iOS,Control,0,1,11,,2024-09-22
261,2024-08-03,2024-08,Minnow,US,iOS,Control,0,14,308,,2024-09-27
262,2024-08-06,2024-08,Minnow,UK,iOS,Treatment,0,20,372,,2024-09-26
263,2024-09-24,2024-09,Minnow,Germany,iOS,Control,0,2,35,,2024-09-27
264,2024-05-08,2024-05,Minnow,US,Android,,0,41,759,,2024-09-28
265,2024-06-19,2024-06,Minnow,Other,Android,,0,19,376,,2024-09-24
266,2024-09-21,2024-09,Minnow,Other,iOS,Control,0,2,37,,2024-09-25
267,2024-07-16,2024-07,Dolphin,Germany,Android,Control,0,46,2485,,2024-09-28
268,2024-09-20,2024-09,Minnow,UK,iOS,Treatment,0,2,39,,2024-09-26
269,2024-05-13,2024-05,Minnow,US,iOS,,0,11,206,,2024-07-12
270,2024-05-17,2024-05,Minnow,Canada,iOS,,6.98,25,490,2024-05-25,2024-08-10
271,2024-04-14,2024-04,Minnow,UK,iOS,,0,9,148,,2024-05-23
272,2024-05-23,2024-05,Minnow,UK,Android,,0,22,476,,2024-09-10
273,2024-06-13,2024-06,Minnow,US,Android,,0,22,465,,2024-09-17
274,2024-07-27,2024-07,Minnow,US,iOS,Control,0,8,160,,2024-08-26
275,2024-04-23,2024-04,Minnow,US,Android,,0,3,45,,2024-05-01
276,2024-04-06,2024-04,Minnow,US,iOS,,0,4,80,,2024-04-22
277,2024-09-07,2024-09,Minnow,UK,Android,Treatment,0,5,102,,2024-09-19
278,2024-06-06,2024-06,Minnow,Other,Android,,1.99,35,718,2024-07-20,2024-09-24
279,2024-07-03,2024-07,Minnow,US,Android,Control,0,0,0,,
280,2024-07-31,2024-07,Whale,Australia,iOS,Control,624.62,93,13530,2024-07-31,2024-09-28
281,2024-09-18,2024-09,Minnow,US,iOS,Control,0,3,53,,2024-09-26
282,2024-06-17,2024-06,Minnow,US,Android,,0,6,87,,2024-07-09
283,2024-08-31,2024-08,Minnow,US,Android,Treatment,1.99,9,197,2024-09-12,2024-09-25
284,2024-04-20,2024-04,Minnow,US,iOS,,3.98,7,151,2024-05-07,2024-05-18
285,2024-09-22,2024-09,Minnow,UK,iOS,Treatment,0,1,21,,2024-09-26
286,2024-07-29,2024-07,Minnow,Australia,iOS,Control,1.99,14,259,2024-08-20,2024-09-28
287,2024-06-14,2024-06,Minnow,UK,iOS,,0,6,124,,2024-07-14
288,2024-04-08,2024-04,Whale,US,iOS,,1804.98,298,42515,2024-04-09,2024-09-27
289,2024-09-14,2024-09,Minnow,US,Android,Treatment,0,6,122,,2024-09-27
290,2024-04-11,2024-04,Minnow,US,Android,,0,1,26,,2024-04-14
291,2024-05-17,2024-05,Minnow,US,Android,,4.99,38,735,2024-09-14,2024-09-28
292,2024-08-04,2024-08,Minnow,Other,iOS,Treatment,1.99,14,263,2024-08-10,2024-09-27
293,2024-08-20,2024-08,Minnow,US,Android,Treatment,0,8,185,,2024-09-28
294,2024-05-19,2024-05,Minnow,US,iOS,,1.99,32,654,2024-08-07,2024-08-17
295,2024-07-18,2024-07,Minnow,US,iOS,Control,0,7,148,,2024-08-11
296,2024-04-14,2024-04,Minnow,Australia,Android,,0,34,656,,2024-09-25
297,2024-05-03,2024-05,Minnow,US,iOS,,0,14,276,,2024-07-07
298,2024-08-15,2024-08,Minnow,US,Android,Treatment,0,19,369,,2024-09-24
299,2024-06-18,2024-06,Minnow,Other,iOS,,0,3,51,,2024-06-27
300,2024-09-14,2024-09,Minnow,Germany,Android,Control,0,0,0,,
301,2024-05-30,2024-05,Dolphin,UK,Android,,43.96,82,4564,2024-06-06,2024-09-28
302,2024-07-20,2024-07,Minnow,Australia,Android,Control,0,17,342,,2024-09-22
303,2024-08-20,2024-08,Minnow,US,Android,Control,0,9,195,,2024-09-27
304,2024-08-23,2024-08,Minnow,Other,iOS,Treatment,3.99,11,242,2024-09-17,2024-09-25
305,2024-06-25,2024-06,Minnow,Australia,Android,,0,0,0,,
306,2024-05-08,2024-05,Minnow,Germany,iOS,,0,0,0,,
307,2024-08-17,2024-08,Minnow,Germany,iOS,Treatment,0,4,73,,2024-08-22
308,2024-09-08,2024-09,Minnow,US,Android,Treatment,0,6,100,,2024-09-24
309,2024-08-18,2024-08,Whale,US,iOS,Control,521.67,86,11949,2024-08-18,2024-09-28
310,2024-04-13,2024-04,Minnow,US,iOS,,5.97,36,684,2024-05-07,2024-09-26
311,2024-09-15,2024-09,Minnow,US,iOS,Treatment,0,5,107,,2024-09-25
312,2024-05-14,2024-05,Minnow,UK,Android,,0,11,216,,2024-07-10
313,2024-05-17,2024-05,Minnow,UK,iOS,,0,35,725,,2024-09-28
314,2024-04-07,2024-04,Minnow,Other,Android,,0,2,51,,2024-04-15
